skill_name	repo_spec	relative_path	discovered_from
cats-automation	ComposioHQ/awesome-claude-skills	composio-skills/cats-automation	https://github.com/ComposioHQ/awesome-claude-skills
cbioportal-database	K-Dense-AI/claude-scientific-skills	scientific-skills/cbioportal-database	https://awesomeclaude.ai/awesome-claude-skills
cc-skill-backend-patterns	sickn33/antigravity-awesome-skills	skills/cc-skill-backend-patterns	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-clickhouse-io	sickn33/antigravity-awesome-skills	skills/cc-skill-clickhouse-io	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-coding-standards	sickn33/antigravity-awesome-skills	skills/cc-skill-coding-standards	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-continuous-learning	sickn33/antigravity-awesome-skills	skills/cc-skill-continuous-learning	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-frontend-patterns	sickn33/antigravity-awesome-skills	skills/cc-skill-frontend-patterns	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-project-guidelines-example	sickn33/antigravity-awesome-skills	skills/cc-skill-project-guidelines-example	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-security-review	sickn33/antigravity-awesome-skills	skills/cc-skill-security-review	https://github.com/sickn33/antigravity-awesome-skills
cc-skill-strategic-compact	sickn33/antigravity-awesome-skills	skills/cc-skill-strategic-compact	https://github.com/sickn33/antigravity-awesome-skills
cdk-patterns	sickn33/antigravity-awesome-skills	skills/cdk-patterns	https://github.com/sickn33/antigravity-awesome-skills
cdr-platform-automation	ComposioHQ/awesome-claude-skills	composio-skills/cdr-platform-automation	https://github.com/ComposioHQ/awesome-claude-skills
cellxgene-census	K-Dense-AI/claude-scientific-skills	scientific-skills/cellxgene-census	https://awesomeclaude.ai/awesome-claude-skills
census-bureau-automation	ComposioHQ/awesome-claude-skills	composio-skills/census-bureau-automation	https://github.com/ComposioHQ/awesome-claude-skills
centralstationcrm-automation	ComposioHQ/awesome-claude-skills	composio-skills/centralstationcrm-automation	https://github.com/ComposioHQ/awesome-claude-skills
ceo-advisor	davila7/claude-code-templates	cli-tool/components/skills/business-marketing/ceo-advisor	https://www.aitmpl.com/
certifier-automation	ComposioHQ/awesome-claude-skills	composio-skills/certifier-automation	https://github.com/ComposioHQ/awesome-claude-skills
challenger-sale	guia-matthieu/clawfu-skills	skills/sales/challenger-sale	https://awesomeclaude.ai/awesome-claude-skills
changelog-automation	sickn33/antigravity-awesome-skills	skills/changelog-automation	https://github.com/sickn33/antigravity-awesome-skills
changelog-generator	ComposioHQ/awesome-claude-skills	changelog-generator	https://github.com/ComposioHQ/awesome-claude-skills
chaos-engineer	jeffallan/claude-skills	skills/chaos-engineer	https://awesomeclaude.ai/awesome-claude-skills
charles-proxy-extract-skill	wannabehero/charles-proxy-extract-skill	.	https://awesomeclaude.ai/awesome-claude-skills
chaser-automation	ComposioHQ/awesome-claude-skills	composio-skills/chaser-automation	https://github.com/ComposioHQ/awesome-claude-skills
chat-widget	sickn33/antigravity-awesome-skills	skills/chat-widget	https://github.com/sickn33/antigravity-awesome-skills
chatbotkit-automation	ComposioHQ/awesome-claude-skills	composio-skills/chatbotkit-automation	https://github.com/ComposioHQ/awesome-claude-skills
chatfai-automation	ComposioHQ/awesome-claude-skills	composio-skills/chatfai-automation	https://github.com/ComposioHQ/awesome-claude-skills
chatwork-automation	ComposioHQ/awesome-claude-skills	composio-skills/chatwork-automation	https://github.com/ComposioHQ/awesome-claude-skills
chembl-database	K-Dense-AI/claude-scientific-skills	scientific-skills/chembl-database	https://awesomeclaude.ai/awesome-claude-skills
china-stock-analysis	agentbay-ai/agentbay-skills	china-stock-analysis	https://awesomeclaude.ai/awesome-claude-skills
chmeetings-automation	ComposioHQ/awesome-claude-skills	composio-skills/chmeetings-automation	https://github.com/ComposioHQ/awesome-claude-skills
chrome-extension-developer	sickn33/antigravity-awesome-skills	skills/chrome-extension-developer	https://github.com/sickn33/antigravity-awesome-skills
churn-prediction	guia-matthieu/clawfu-skills	skills/customer-success/churn-prediction	https://awesomeclaude.ai/awesome-claude-skills
cicd-automation-workflow-automate	sickn33/antigravity-awesome-skills	skills/cicd-automation-workflow-automate	https://github.com/sickn33/antigravity-awesome-skills
cincopa-automation	ComposioHQ/awesome-claude-skills	composio-skills/cincopa-automation	https://github.com/ComposioHQ/awesome-claude-skills
circleci-automation	sickn33/antigravity-awesome-skills	skills/circleci-automation	https://github.com/sickn33/antigravity-awesome-skills
cirq	sickn33/antigravity-awesome-skills	skills/cirq	https://github.com/sickn33/antigravity-awesome-skills
citation-management	sickn33/antigravity-awesome-skills	skills/citation-management	https://github.com/sickn33/antigravity-awesome-skills
claid-ai-automation	ComposioHQ/awesome-claude-skills	composio-skills/claid-ai-automation	https://github.com/ComposioHQ/awesome-claude-skills
claimable-postgres	sickn33/antigravity-awesome-skills	skills/claimable-postgres	https://github.com/sickn33/antigravity-awesome-skills
clarity-gate	sickn33/antigravity-awesome-skills	skills/clarity-gate	https://github.com/sickn33/antigravity-awesome-skills
classmarker-automation	ComposioHQ/awesome-claude-skills	composio-skills/classmarker-automation	https://github.com/ComposioHQ/awesome-claude-skills
claude-ally-health	sickn33/antigravity-awesome-skills	skills/claude-ally-health	https://github.com/sickn33/antigravity-awesome-skills
claude-api	davila7/claude-code-templates	cli-tool/components/skills/development/claude-api	https://www.aitmpl.com/
claude-code	raintree-technology/claude-starter	.claude/skills/anthropic/claude-code	https://awesomeclaude.ai/awesome-claude-skills
claude-code-expert	sickn33/antigravity-awesome-skills	skills/claude-code-expert	https://github.com/sickn33/antigravity-awesome-skills
claude-code-guide	sickn33/antigravity-awesome-skills	skills/claude-code-guide	https://github.com/sickn33/antigravity-awesome-skills
claude-command-builder	raintree-technology/claude-starter	.claude/skills/anthropic/claude-command-builder	https://awesomeclaude.ai/awesome-claude-skills
claude-d3js-skill	sickn33/antigravity-awesome-skills	skills/claude-d3js-skill	https://github.com/sickn33/antigravity-awesome-skills
claude-family-history-research-skill	emaynard/claude-family-history-research-skill	.	https://awesomeclaude.ai/awesome-claude-skills
claude-hook-builder	raintree-technology/claude-starter	.claude/skills/anthropic/claude-hook-builder	https://awesomeclaude.ai/awesome-claude-skills
claude-in-chrome-troubleshooting	sickn33/antigravity-awesome-skills	skills/claude-in-chrome-troubleshooting	https://github.com/sickn33/antigravity-awesome-skills
claude-mcp-expert	raintree-technology/claude-starter	.claude/skills/anthropic/claude-mcp-expert	https://awesomeclaude.ai/awesome-claude-skills
claude-monitor	sickn33/antigravity-awesome-skills	skills/claude-monitor	https://github.com/sickn33/antigravity-awesome-skills
claude-opus-4-5-migration	davila7/claude-code-templates	cli-tool/components/skills/development/claude-opus-4-5-migration	https://www.aitmpl.com/
claude-scientific-skills	sickn33/antigravity-awesome-skills	skills/claude-scientific-skills	https://github.com/sickn33/antigravity-awesome-skills
claude-settings-audit	sickn33/antigravity-awesome-skills	skills/claude-settings-audit	https://github.com/sickn33/antigravity-awesome-skills
claude-settings-expert	raintree-technology/claude-starter	.claude/skills/anthropic/claude-settings-expert	https://awesomeclaude.ai/awesome-claude-skills
claude-skill-builder	raintree-technology/claude-starter	.claude/skills/anthropic/claude-skill-builder	https://awesomeclaude.ai/awesome-claude-skills
claude-speed-reader	sickn33/antigravity-awesome-skills	skills/claude-speed-reader	https://github.com/sickn33/antigravity-awesome-skills
claude-win11-speckit-update-skill	sickn33/antigravity-awesome-skills	skills/claude-win11-speckit-update-skill	https://github.com/sickn33/antigravity-awesome-skills
clean-architecture	wondelai/skills	clean-architecture	https://awesomeclaude.ai/awesome-claude-skills
clean-code	sickn33/antigravity-awesome-skills	skills/clean-code	https://github.com/sickn33/antigravity-awesome-skills
clearout-automation	ComposioHQ/awesome-claude-skills	composio-skills/clearout-automation	https://github.com/ComposioHQ/awesome-claude-skills
clerk-auth	sickn33/antigravity-awesome-skills	skills/clerk-auth	https://github.com/sickn33/antigravity-awesome-skills
cli-assistant	raintree-technology/claude-starter	.claude/skills/aptos/shelby/cli-assistant	https://awesomeclaude.ai/awesome-claude-skills
cli-developer	jeffallan/claude-skills	skills/cli-developer	https://awesomeclaude.ai/awesome-claude-skills
clickmeeting-automation	ComposioHQ/awesome-claude-skills	composio-skills/clickmeeting-automation	https://github.com/ComposioHQ/awesome-claude-skills
clickup-automation	sickn33/antigravity-awesome-skills	skills/clickup-automation	https://github.com/sickn33/antigravity-awesome-skills
clinical-decision-support	K-Dense-AI/claude-scientific-skills	scientific-skills/clinical-decision-support	https://awesomeclaude.ai/awesome-claude-skills
clinical-reports	K-Dense-AI/claude-scientific-skills	scientific-skills/clinical-reports	https://awesomeclaude.ai/awesome-claude-skills
clinicaltrials-database	K-Dense-AI/claude-scientific-skills	scientific-skills/clinicaltrials-database	https://awesomeclaude.ai/awesome-claude-skills
clinpgx-database	K-Dense-AI/claude-scientific-skills	scientific-skills/clinpgx-database	https://awesomeclaude.ai/awesome-claude-skills
clinvar-database	K-Dense-AI/claude-scientific-skills	scientific-skills/clinvar-database	https://awesomeclaude.ai/awesome-claude-skills
clockify-automation	ComposioHQ/awesome-claude-skills	composio-skills/clockify-automation	https://github.com/ComposioHQ/awesome-claude-skills
close-automation	sickn33/antigravity-awesome-skills	skills/close-automation	https://github.com/sickn33/antigravity-awesome-skills
cloud-architect	sickn33/antigravity-awesome-skills	skills/cloud-architect	https://github.com/sickn33/antigravity-awesome-skills
cloud-devops	sickn33/antigravity-awesome-skills	skills/cloud-devops	https://github.com/sickn33/antigravity-awesome-skills
cloud-penetration-testing	sickn33/antigravity-awesome-skills	skills/cloud-penetration-testing	https://github.com/sickn33/antigravity-awesome-skills
cloudcart-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudcart-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudconvert-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudconvert-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudflare-api-key-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudflare-api-key-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudflare-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudflare-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudflare-browser-rendering-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudflare-browser-rendering-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudflare-deploy	davila7/claude-code-templates	cli-tool/components/skills/development/cloudflare-deploy	https://www.aitmpl.com/
cloudflare-plugin	KunanonJ/codex-skills-hub	skills/cloudflare-plugin	https://github.com/cloudflare/skills
cloudflare-workers-expert	sickn33/antigravity-awesome-skills	skills/cloudflare-workers-expert	https://github.com/sickn33/antigravity-awesome-skills
cloudformation-best-practices	sickn33/antigravity-awesome-skills	skills/cloudformation-best-practices	https://github.com/sickn33/antigravity-awesome-skills
cloudinary-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudinary-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudlayer-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudlayer-automation	https://github.com/ComposioHQ/awesome-claude-skills
cloudpress-automation	ComposioHQ/awesome-claude-skills	composio-skills/cloudpress-automation	https://github.com/ComposioHQ/awesome-claude-skills
coassemble-automation	ComposioHQ/awesome-claude-skills	composio-skills/coassemble-automation	https://github.com/ComposioHQ/awesome-claude-skills
cobrapy	K-Dense-AI/claude-scientific-skills	scientific-skills/cobrapy	https://awesomeclaude.ai/awesome-claude-skills
cocoindex	davila7/claude-code-templates	cli-tool/components/skills/development/cocoindex	https://www.aitmpl.com/
coda-automation	sickn33/antigravity-awesome-skills	skills/coda-automation	https://github.com/sickn33/antigravity-awesome-skills
codacy-automation	ComposioHQ/awesome-claude-skills	composio-skills/codacy-automation	https://github.com/ComposioHQ/awesome-claude-skills
code-documentation-code-explain	sickn33/antigravity-awesome-skills	skills/code-documentation-code-explain	https://github.com/sickn33/antigravity-awesome-skills
code-documentation-doc-generate	sickn33/antigravity-awesome-skills	skills/code-documentation-doc-generate	https://github.com/sickn33/antigravity-awesome-skills
code-documenter	jeffallan/claude-skills	skills/code-documenter	https://awesomeclaude.ai/awesome-claude-skills
code-maturity-assessor	trailofbits/skills	plugins/building-secure-contracts/skills/code-maturity-assessor	https://awesomeclaude.ai/awesome-claude-skills
code-refactoring-context-restore	sickn33/antigravity-awesome-skills	skills/code-refactoring-context-restore	https://github.com/sickn33/antigravity-awesome-skills
code-refactoring-refactor-clean	sickn33/antigravity-awesome-skills	skills/code-refactoring-refactor-clean	https://github.com/sickn33/antigravity-awesome-skills
code-refactoring-tech-debt	sickn33/antigravity-awesome-skills	skills/code-refactoring-tech-debt	https://github.com/sickn33/antigravity-awesome-skills
code-review	avifenesh/agnix	tests/fixtures/valid/skills/code-review	https://awesomeclaude.ai/awesome-claude-skills
code-review-ai-ai-review	sickn33/antigravity-awesome-skills	skills/code-review-ai-ai-review	https://github.com/sickn33/antigravity-awesome-skills
code-review-checklist	sickn33/antigravity-awesome-skills	skills/code-review-checklist	https://github.com/sickn33/antigravity-awesome-skills
code-review-excellence	sickn33/antigravity-awesome-skills	skills/code-review-excellence	https://github.com/sickn33/antigravity-awesome-skills
code-reviewer	sickn33/antigravity-awesome-skills	skills/code-reviewer	https://github.com/sickn33/antigravity-awesome-skills
code-simplifier	sickn33/antigravity-awesome-skills	skills/code-simplifier	https://github.com/sickn33/antigravity-awesome-skills
codebase-audit-pre-push	sickn33/antigravity-awesome-skills	skills/codebase-audit-pre-push	https://github.com/sickn33/antigravity-awesome-skills
codebase-cleanup-deps-audit	sickn33/antigravity-awesome-skills	skills/codebase-cleanup-deps-audit	https://github.com/sickn33/antigravity-awesome-skills
codebase-cleanup-refactor-clean	sickn33/antigravity-awesome-skills	skills/codebase-cleanup-refactor-clean	https://github.com/sickn33/antigravity-awesome-skills
codebase-cleanup-tech-debt	sickn33/antigravity-awesome-skills	skills/codebase-cleanup-tech-debt	https://github.com/sickn33/antigravity-awesome-skills
codeinterpreter-automation	ComposioHQ/awesome-claude-skills	composio-skills/codeinterpreter-automation	https://github.com/ComposioHQ/awesome-claude-skills
codeql	trailofbits/skills	plugins/static-analysis/skills/codeql	https://awesomeclaude.ai/awesome-claude-skills
codereadr-automation	ComposioHQ/awesome-claude-skills	composio-skills/codereadr-automation	https://github.com/ComposioHQ/awesome-claude-skills
codex	davila7/claude-code-templates	cli-tool/components/skills/development/codex	https://www.aitmpl.com/
codex-review	sickn33/antigravity-awesome-skills	skills/codex-review	https://github.com/sickn33/antigravity-awesome-skills
cognitive-biases	guia-matthieu/clawfu-skills	skills/strategy/cognitive-biases	https://awesomeclaude.ai/awesome-claude-skills
cohort-analysis	guia-matthieu/clawfu-skills	skills/analytics/cohort-analysis	https://awesomeclaude.ai/awesome-claude-skills
coinbase-automation	ComposioHQ/awesome-claude-skills	composio-skills/coinbase-automation	https://github.com/ComposioHQ/awesome-claude-skills
coinmarketcal-automation	ComposioHQ/awesome-claude-skills	composio-skills/coinmarketcal-automation	https://github.com/ComposioHQ/awesome-claude-skills
coinmarketcap-automation	ComposioHQ/awesome-claude-skills	composio-skills/coinmarketcap-automation	https://github.com/ComposioHQ/awesome-claude-skills
coinranking-automation	ComposioHQ/awesome-claude-skills	composio-skills/coinranking-automation	https://github.com/ComposioHQ/awesome-claude-skills
college-football-data-automation	ComposioHQ/awesome-claude-skills	composio-skills/college-football-data-automation	https://github.com/ComposioHQ/awesome-claude-skills
comfyui-gateway	sickn33/antigravity-awesome-skills	skills/comfyui-gateway	https://github.com/sickn33/antigravity-awesome-skills
command-creator	davila7/claude-code-templates	cli-tool/components/skills/development/command-creator	https://www.aitmpl.com/
command-development	davila7/claude-code-templates	cli-tool/components/skills/development/command-development	https://www.aitmpl.com/
commission-intelligence	guia-matthieu/clawfu-skills	skills/revops/commission-intelligence	https://awesomeclaude.ai/awesome-claude-skills
commit	sickn33/antigravity-awesome-skills	skills/commit	https://github.com/sickn33/antigravity-awesome-skills
commit-smart	davila7/claude-code-templates	cli-tool/components/skills/git/commit-smart	https://www.aitmpl.com/
commit-work	davila7/claude-code-templates	cli-tool/components/skills/productivity/commit-work	https://www.aitmpl.com/
company-research	deanpeters/Product-Manager-Skills	skills/company-research	https://awesomeclaude.ai/awesome-claude-skills
competitive-ads-extractor	ComposioHQ/awesome-claude-skills	competitive-ads-extractor	https://github.com/ComposioHQ/awesome-claude-skills
competitive-analysis	guia-matthieu/clawfu-skills	skills/strategy/competitive-analysis	https://awesomeclaude.ai/awesome-claude-skills
competitive-landscape	sickn33/antigravity-awesome-skills	skills/competitive-landscape	https://github.com/sickn33/antigravity-awesome-skills
competitive-moats	guia-matthieu/clawfu-skills	skills/strategy/competitive-moats	https://awesomeclaude.ai/awesome-claude-skills
competitor-alternatives	sickn33/antigravity-awesome-skills	skills/competitor-alternatives	https://github.com/sickn33/antigravity-awesome-skills
competitor-monitor	guia-matthieu/clawfu-skills	skills/automation/competitor-monitor	https://awesomeclaude.ai/awesome-claude-skills
composio	ComposioHQ/connect-skills	skills/composio	https://github.com/ComposioHQ
composio-automation	ComposioHQ/awesome-claude-skills	composio-skills/composio-automation	https://github.com/ComposioHQ/awesome-claude-skills
composio-search-automation	ComposioHQ/awesome-claude-skills	composio-skills/composio-search-automation	https://github.com/ComposioHQ/awesome-claude-skills
comprehensive-review-full-review	sickn33/antigravity-awesome-skills	skills/comprehensive-review-full-review	https://github.com/sickn33/antigravity-awesome-skills
comprehensive-review-pr-enhance	sickn33/antigravity-awesome-skills	skills/comprehensive-review-pr-enhance	https://github.com/sickn33/antigravity-awesome-skills
computer-use-agents	sickn33/antigravity-awesome-skills	skills/computer-use-agents	https://github.com/sickn33/antigravity-awesome-skills
computer-vision-expert	sickn33/antigravity-awesome-skills	skills/computer-vision-expert	https://github.com/sickn33/antigravity-awesome-skills
concise-planning	sickn33/antigravity-awesome-skills	skills/concise-planning	https://github.com/sickn33/antigravity-awesome-skills
conductor-implement	sickn33/antigravity-awesome-skills	skills/conductor-implement	https://github.com/sickn33/antigravity-awesome-skills
conductor-manage	sickn33/antigravity-awesome-skills	skills/conductor-manage	https://github.com/sickn33/antigravity-awesome-skills
conductor-new-track	sickn33/antigravity-awesome-skills	skills/conductor-new-track	https://github.com/sickn33/antigravity-awesome-skills
conductor-revert	sickn33/antigravity-awesome-skills	skills/conductor-revert	https://github.com/sickn33/antigravity-awesome-skills
conductor-setup	sickn33/antigravity-awesome-skills	skills/conductor-setup	https://github.com/sickn33/antigravity-awesome-skills
conductor-status	sickn33/antigravity-awesome-skills	skills/conductor-status	https://github.com/sickn33/antigravity-awesome-skills
conductor-validator	sickn33/antigravity-awesome-skills	skills/conductor-validator	https://github.com/sickn33/antigravity-awesome-skills
confluence-automation	sickn33/antigravity-awesome-skills	skills/confluence-automation	https://github.com/sickn33/antigravity-awesome-skills
connect	ComposioHQ/awesome-claude-skills	connect	https://github.com/ComposioHQ/awesome-claude-skills
connect-apps	ComposioHQ/awesome-claude-skills	connect-apps	https://github.com/ComposioHQ/awesome-claude-skills
connecteam-automation	ComposioHQ/awesome-claude-skills	composio-skills/connecteam-automation	https://github.com/ComposioHQ/awesome-claude-skills
consciousness-council	K-Dense-AI/claude-scientific-skills	scientific-skills/consciousness-council	https://awesomeclaude.ai/awesome-claude-skills
constant-time-analysis	sickn33/antigravity-awesome-skills	skills/constant-time-analysis	https://github.com/sickn33/antigravity-awesome-skills
constant-time-testing	trailofbits/skills	plugins/testing-handbook-skills/skills/constant-time-testing	https://awesomeclaude.ai/awesome-claude-skills
contagious	wondelai/skills	contagious	https://awesomeclaude.ai/awesome-claude-skills
content-creator	sickn33/antigravity-awesome-skills	skills/content-creator	https://github.com/sickn33/antigravity-awesome-skills
content-marketer	sickn33/antigravity-awesome-skills	skills/content-marketer	https://github.com/sickn33/antigravity-awesome-skills
content-repurposer	guia-matthieu/clawfu-skills	skills/automation/content-repurposer	https://awesomeclaude.ai/awesome-claude-skills
content-research-writer	ComposioHQ/awesome-claude-skills	content-research-writer	https://github.com/ComposioHQ/awesome-claude-skills
content-strategy	guia-matthieu/clawfu-skills	skills/content/content-strategy	https://awesomeclaude.ai/awesome-claude-skills
content-writing	guia-matthieu/clawfu-skills	skills/content/content-writing	https://awesomeclaude.ai/awesome-claude-skills
contentful-automation	ComposioHQ/awesome-claude-skills	composio-skills/contentful-automation	https://github.com/ComposioHQ/awesome-claude-skills
contentful-graphql-automation	ComposioHQ/awesome-claude-skills	composio-skills/contentful-graphql-automation	https://github.com/ComposioHQ/awesome-claude-skills
context-agent	sickn33/antigravity-awesome-skills	skills/context-agent	https://github.com/sickn33/antigravity-awesome-skills
context-compression	sickn33/antigravity-awesome-skills	skills/context-compression	https://github.com/sickn33/antigravity-awesome-skills
context-degradation	sickn33/antigravity-awesome-skills	skills/context-degradation	https://github.com/sickn33/antigravity-awesome-skills
context-driven-development	sickn33/antigravity-awesome-skills	skills/context-driven-development	https://github.com/sickn33/antigravity-awesome-skills
context-engineering	guia-matthieu/clawfu-skills	skills/meta/context-engineering	https://awesomeclaude.ai/awesome-claude-skills
context-engineering-advisor	deanpeters/Product-Manager-Skills	skills/context-engineering-advisor	https://awesomeclaude.ai/awesome-claude-skills
context-fundamentals	sickn33/antigravity-awesome-skills	skills/context-fundamentals	https://github.com/sickn33/antigravity-awesome-skills
context-guardian	sickn33/antigravity-awesome-skills	skills/context-guardian	https://github.com/sickn33/antigravity-awesome-skills
context-management-context-restore	sickn33/antigravity-awesome-skills	skills/context-management-context-restore	https://github.com/sickn33/antigravity-awesome-skills
context-management-context-save	sickn33/antigravity-awesome-skills	skills/context-management-context-save	https://github.com/sickn33/antigravity-awesome-skills
context-manager	sickn33/antigravity-awesome-skills	skills/context-manager	https://github.com/sickn33/antigravity-awesome-skills
context-optimization	sickn33/antigravity-awesome-skills	skills/context-optimization	https://github.com/sickn33/antigravity-awesome-skills
context-window-management	sickn33/antigravity-awesome-skills	skills/context-window-management	https://github.com/sickn33/antigravity-awesome-skills
context-without-agent	avifenesh/agnix	tests/fixtures/invalid/skills/context-without-agent	https://awesomeclaude.ai/awesome-claude-skills
context7-auto-research	sickn33/antigravity-awesome-skills	skills/context7-auto-research	https://github.com/sickn33/antigravity-awesome-skills
continuous-discovery	wondelai/skills	continuous-discovery	https://awesomeclaude.ai/awesome-claude-skills
contract-review	guia-matthieu/clawfu-skills	skills/legal/contract-review	https://awesomeclaude.ai/awesome-claude-skills
control-d-automation	ComposioHQ/awesome-claude-skills	composio-skills/control-d-automation	https://github.com/ComposioHQ/awesome-claude-skills
convergence-study	HeshamFS/materials-simulation-skills	skills/core-numerical/convergence-study	https://awesomeclaude.ai/awesome-claude-skills
conversation-memory	sickn33/antigravity-awesome-skills	skills/conversation-memory	https://github.com/sickn33/antigravity-awesome-skills
conversion-copywriting	guia-matthieu/clawfu-skills	skills/content/conversion-copywriting	https://awesomeclaude.ai/awesome-claude-skills
conversion-tools-automation	ComposioHQ/awesome-claude-skills	composio-skills/conversion-tools-automation	https://github.com/ComposioHQ/awesome-claude-skills
convertapi-automation	ComposioHQ/awesome-claude-skills	composio-skills/convertapi-automation	https://github.com/ComposioHQ/awesome-claude-skills
convertkit-automation	sickn33/antigravity-awesome-skills	skills/convertkit-automation	https://github.com/sickn33/antigravity-awesome-skills
convex	sickn33/antigravity-awesome-skills	skills/convex	https://github.com/sickn33/antigravity-awesome-skills
conveyor-automation	ComposioHQ/awesome-claude-skills	composio-skills/conveyor-automation	https://github.com/ComposioHQ/awesome-claude-skills
convolo-ai-automation	ComposioHQ/awesome-claude-skills	composio-skills/convolo-ai-automation	https://github.com/ComposioHQ/awesome-claude-skills
copilot-sdk	sickn33/antigravity-awesome-skills	skills/copilot-sdk	https://github.com/sickn33/antigravity-awesome-skills
copy-editing	sickn33/antigravity-awesome-skills	skills/copy-editing	https://github.com/sickn33/antigravity-awesome-skills
copy-frameworks	guia-matthieu/clawfu-skills	skills/content/copy-frameworks	https://awesomeclaude.ai/awesome-claude-skills
copywriting	sickn33/antigravity-awesome-skills	skills/copywriting	https://github.com/sickn33/antigravity-awesome-skills
copywriting-awareness	guia-matthieu/clawfu-skills	skills/content/copywriting-awareness	https://awesomeclaude.ai/awesome-claude-skills
copywriting-classic	guia-matthieu/clawfu-skills	skills/content/copywriting-classic	https://awesomeclaude.ai/awesome-claude-skills
core-components	sickn33/antigravity-awesome-skills	skills/core-components	https://github.com/sickn33/antigravity-awesome-skills
core-web-vitals	davila7/claude-code-templates	cli-tool/components/skills/development/core-web-vitals	https://www.aitmpl.com/
corrently-automation	ComposioHQ/awesome-claude-skills	composio-skills/corrently-automation	https://github.com/ComposioHQ/awesome-claude-skills
cosmic-database	K-Dense-AI/claude-scientific-skills	scientific-skills/cosmic-database	https://awesomeclaude.ai/awesome-claude-skills
cosmos-vulnerability-scanner	trailofbits/skills	plugins/building-secure-contracts/skills/cosmos-vulnerability-scanner	https://awesomeclaude.ai/awesome-claude-skills
cost-optimization	sickn33/antigravity-awesome-skills	skills/cost-optimization	https://github.com/sickn33/antigravity-awesome-skills
countdown-api-automation	ComposioHQ/awesome-claude-skills	composio-skills/countdown-api-automation	https://github.com/ComposioHQ/awesome-claude-skills
coupa-automation	ComposioHQ/awesome-claude-skills	composio-skills/coupa-automation	https://github.com/ComposioHQ/awesome-claude-skills
coverage-analysis	trailofbits/skills	plugins/testing-handbook-skills/skills/coverage-analysis	https://awesomeclaude.ai/awesome-claude-skills
cpp-pro	sickn33/antigravity-awesome-skills	skills/cpp-pro	https://github.com/sickn33/antigravity-awesome-skills
cqrs-implementation	sickn33/antigravity-awesome-skills	skills/cqrs-implementation	https://github.com/sickn33/antigravity-awesome-skills
crafting-effective-readmes	davila7/claude-code-templates	cli-tool/components/skills/productivity/crafting-effective-readmes	https://www.aitmpl.com/
craftmypdf-automation	ComposioHQ/awesome-claude-skills	composio-skills/craftmypdf-automation	https://github.com/ComposioHQ/awesome-claude-skills
create-branch	sickn33/antigravity-awesome-skills	skills/create-branch	https://github.com/sickn33/antigravity-awesome-skills
create-plan	ComposioHQ/awesome-codex-skills	create-plan	https://github.com/ComposioHQ
create-pr	sickn33/antigravity-awesome-skills	skills/create-pr	https://github.com/sickn33/antigravity-awesome-skills
creating-financial-models	anthropics/claude-cookbooks@main:skills	skills/custom_skills/creating-financial-models	https://simonwillison.net/2025/Oct/16/claude-skills/
cred-omega	sickn33/antigravity-awesome-skills	skills/cred-omega	https://github.com/sickn33/antigravity-awesome-skills
crewai	sickn33/antigravity-awesome-skills	skills/crewai	https://github.com/sickn33/antigravity-awesome-skills
crisis-detector	guia-matthieu/clawfu-skills	skills/crisis/crisis-detector	https://awesomeclaude.ai/awesome-claude-skills
crm-hygiene	guia-matthieu/clawfu-skills	skills/revops/crm-hygiene	https://awesomeclaude.ai/awesome-claude-skills
cro-methodology	wondelai/skills	cro-methodology	https://awesomeclaude.ai/awesome-claude-skills
crossing-the-chasm	wondelai/skills	crossing-the-chasm	https://awesomeclaude.ai/awesome-claude-skills
crowdin-automation	ComposioHQ/awesome-claude-skills	composio-skills/crowdin-automation	https://github.com/ComposioHQ/awesome-claude-skills
crustdata-automation	ComposioHQ/awesome-claude-skills	composio-skills/crustdata-automation	https://github.com/ComposioHQ/awesome-claude-skills
crypto-bd-agent	sickn33/antigravity-awesome-skills	skills/crypto-bd-agent	https://github.com/sickn33/antigravity-awesome-skills
csharp-developer	jeffallan/claude-skills	skills/csharp-developer	https://awesomeclaude.ai/awesome-claude-skills
csharp-pro	sickn33/antigravity-awesome-skills	skills/csharp-pro	https://github.com/sickn33/antigravity-awesome-skills
csv-data-summarizer-claude-skill	coffeefuelbump/csv-data-summarizer-claude-skill	.	https://awesomeclaude.ai/awesome-claude-skills
